time,SkinResponse,Name
1186,8.05,Subject002
1187,8.04,Subject002
1188,8.02,Subject002
1189,8.01,Subject002
1190,8.01,Subject002
1191,8.05,Subject002
1192,8.09,Subject002
1193,8.1,Subject002
1194,8.09,Subject002
1195,8.07,Subject002
1196,8.03,Subject002
1197,8.01,Subject002
1198,8.0,Subject002
1199,7.98,Subject002
1200,7.96,Subject002
1201,7.96,Subject002
1202,7.96,Subject002
1203,7.97,Subject002
1204,7.97,Subject002
1205,7.96,Subject002
1206,7.96,Subject002
1207,7.96,Subject002
1208,7.95,Subject002
1209,7.93,Subject002
1210,7.92,Subject002
1211,7.9,Subject002
1212,7.9,Subject002
1213,7.91,Subject002
1214,7.91,Subject002
1215,7.9,Subject002
1216,7.9,Subject002
1217,7.88,Subject002
1218,7.87,Subject002
1219,7.88,Subject002
1220,7.87,Subject002
1221,7.86,Subject002
1222,7.86,Subject002
1223,7.87,Subject002
1224,7.93,Subject002
1225,7.99,Subject002
1226,8.0,Subject002
1227,7.97,Subject002
1228,7.97,Subject002
1229,7.95,Subject002
1230,7.92,Subject002
1231,7.91,Subject002
1232,7.89,Subject002
1233,7.87,Subject002
1234,7.94,Subject002
1235,7.95,Subject002
1236,7.93,Subject002
1237,7.93,Subject002
1238,7.85,Subject002
1239,7.8,Subject002
1240,7.9,Subject002
1241,7.92,Subject002
1242,7.91,Subject002
1243,7.74,Subject002
1244,7.7,Subject002
1245,7.7,Subject002
1246,7.74,Subject002
1247,7.91,Subject002
1248,7.91,Subject002
1249,7.91,Subject002
1250,7.91,Subject002
1251,7.9,Subject002
1252,7.89,Subject002
1253,7.88,Subject002
1254,7.87,Subject002
1255,7.86,Subject002
1256,7.81,Subject002
1257,7.9,Subject002
1258,7.87,Subject002
1259,7.85,Subject002
1260,7.78,Subject002
1261,7.88,Subject002
1262,8.0,Subject002
1263,8.04,Subject002
1264,8.09,Subject002
1265,8.05,Subject002
1266,7.91,Subject002
1267,7.91,Subject002
1268,7.91,Subject002
1269,7.95,Subject002
1270,8.02,Subject002
1271,8.12,Subject002
1272,8.21,Subject002
1273,8.18,Subject002
1274,8.18,Subject002
1275,8.2,Subject002
1276,8.18,Subject002
1277,8.19,Subject002
1278,8.17,Subject002
1279,8.16,Subject002
1280,8.15,Subject002
1281,8.15,Subject002
1282,8.14,Subject002
1283,8.14,Subject002
1284,8.14,Subject002
1285,8.14,Subject002
1286,8.14,Subject002
1287,8.13,Subject002
1288,8.13,Subject002
1289,8.12,Subject002
1290,8.11,Subject002
1291,8.1,Subject002
1292,8.11,Subject002
1293,8.12,Subject002
1294,8.12,Subject002
1295,8.14,Subject002
1296,8.15,Subject002
1297,8.16,Subject002
1298,8.15,Subject002
1299,8.13,Subject002
1300,8.11,Subject002
1301,8.09,Subject002
1302,8.07,Subject002
1303,8.06,Subject002
0,4.1,Subject003
1,4.1,Subject003
2,4.27,Subject003
3,4.21,Subject003
4,4.17,Subject003
5,4.29,Subject003
6,4.28,Subject003
7,4.22,Subject003
8,4.24,Subject003
9,4.27,Subject003
10,4.31,Subject003
11,4.29,Subject003
12,4.33,Subject003
13,4.37,Subject003
14,4.39,Subject003
15,4.43,Subject003
16,4.46,Subject003
17,4.44,Subject003
18,4.41,Subject003
19,4.45,Subject003
20,4.48,Subject003
21,4.46,Subject003
22,4.48,Subject003
23,4.62,Subject003
24,4.64,Subject003
25,4.62,Subject003
26,4.67,Subject003
27,4.72,Subject003
28,4.75,Subject003
29,4.8,Subject003
30,4.79,Subject003
31,4.78,Subject003
32,4.79,Subject003
33,4.8,Subject003
34,4.83,Subject003
35,4.82,Subject003
36,4.77,Subject003
37,4.77,Subject003
38,4.77,Subject003
39,4.75,Subject003
40,4.78,Subject003
41,4.77,Subject003
42,4.75,Subject003
43,4.76,Subject003
44,4.75,Subject003
45,4.76,Subject003
46,4.74,Subject003
47,4.73,Subject003
48,4.74,Subject003
49,4.72,Subject003
50,4.71,Subject003
51,4.74,Subject003
52,4.75,Subject003
53,4.74,Subject003
54,4.71,Subject003
55,4.7,Subject003
56,4.73,Subject003
57,4.77,Subject003
58,4.74,Subject003
59,4.73,Subject003
60,4.74,Subject003
61,4.75,Subject003
62,4.74,Subject003
63,4.79,Subject003
64,4.8,Subject003
65,4.77,Subject003
66,4.77,Subject003
67,4.78,Subject003
68,4.78,Subject003
69,4.8,Subject003
70,4.78,Subject003
71,4.78,Subject003
72,4.8,Subject003
73,4.8,Subject003
74,4.78,Subject003
75,4.77,Subject003
76,4.76,Subject003
77,4.79,Subject003
78,4.79,Subject003
79,4.79,Subject003
80,4.78,Subject003
81,4.8,Subject003
82,4.78,Subject003
83,4.76,Subject003
84,4.8,Subject003
85,4.9,Subject003
86,4.88,Subject003
87,4.84,Subject003
88,4.88,Subject003
89,4.91,Subject003
90,4.87,Subject003
91,4.84,Subject003
92,4.82,Subject003
93,4.81,Subject003
94,4.8,Subject003
95,4.81,Subject003
96,4.86,Subject003
97,4.85,Subject003
98,4.81,Subject003
99,4.79,Subject003
100,4.81,Subject003
101,4.9,Subject003
102,5.05,Subject003
103,5.04,Subject003
104,4.95,Subject003
105,4.92,Subject003
106,4.92,Subject003
107,4.92,Subject003
108,5.0,Subject003
109,5.09,Subject003
110,5.03,Subject003
111,5.0,Subject003
112,4.99,Subject003
113,4.97,Subject003
114,4.95,Subject003
115,4.98,Subject003
116,5.01,Subject003
117,4.98,Subject003
118,4.96,Subject003
119,5.0,Subject003
120,5.06,Subject003
121,5.04,Subject003
122,5.0,Subject003
123,4.99,Subject003
124,4.97,Subject003
125,4.97,Subject003
126,4.96,Subject003
127,4.95,Subject003
128,4.93,Subject003
129,4.91,Subject003
130,4.89,Subject003
131,4.9,Subject003
132,5.08,Subject003
133,5.13,Subject003
134,5.23,Subject003
135,5.27,Subject003
136,5.33,Subject003
137,5.46,Subject003
138,5.42,Subject003
139,5.41,Subject003
140,5.44,Subject003
141,5.47,Subject003
142,5.47,Subject003
143,5.47,Subject003
144,5.62,Subject003
145,5.75,Subject003
146,5.79,Subject003
147,5.66,Subject003
148,5.64,Subject003
149,5.83,Subject003
150,5.93,Subject003
151,5.95,Subject003
152,5.95,Subject003
153,6.06,Subject003
154,6.24,Subject003
155,6.23,Subject003
156,6.16,Subject003
157,6.18,Subject003
158,6.32,Subject003
159,6.3,Subject003
160,6.34,Subject003
161,6.46,Subject003
162,6.55,Subject003
163,6.41,Subject003
164,6.58,Subject003
165,6.67,Subject003
166,6.57,Subject003
167,6.54,Subject003
168,6.75,Subject003
169,6.77,Subject003
170,6.75,Subject003
171,6.81,Subject003
172,6.72,Subject003
173,6.66,Subject003
174,6.86,Subject003
175,6.73,Subject003
176,6.62,Subject003
177,6.58,Subject003
178,6.55,Subject003
179,6.54,Subject003
180,6.52,Subject003
181,6.47,Subject003
182,6.61,Subject003
183,6.57,Subject003
184,6.41,Subject003
185,6.37,Subject003
186,6.27,Subject003
187,6.21,Subject003
188,6.19,Subject003
189,6.16,Subject003
190,6.14,Subject003
191,6.11,Subject003
192,6.07,Subject003
193,6.06,Subject003
194,6.04,Subject003
195,6.04,Subject003
196,6.07,Subject003
197,6.04,Subject003
198,6.01,Subject003
199,5.98,Subject003
200,5.95,Subject003
201,5.94,Subject003
202,5.99,Subject003
203,5.95,Subject003
204,5.89,Subject003
205,5.88,Subject003
206,5.9,Subject003
207,5.92,Subject003
208,5.89,Subject003
209,5.89,Subject003
210,5.88,Subject003
211,5.85,Subject003
212,5.82,Subject003
213,5.8,Subject003
214,5.79,Subject003
215,5.8,Subject003
216,5.8,Subject003
217,5.79,Subject003
218,5.75,Subject003
219,5.73,Subject003
220,5.7,Subject003
221,5.68,Subject003
222,5.66,Subject003
223,5.65,Subject003
224,5.63,Subject003
225,5.61,Subject003
226,5.6,Subject003
227,5.6,Subject003
228,5.59,Subject003
229,5.58,Subject003
230,5.6,Subject003
231,5.6,Subject003
232,5.59,Subject003
233,5.57,Subject003
234,5.55,Subject003
235,5.64,Subject003
236,5.74,Subject003
237,5.72,Subject003
238,5.76,Subject003
239,5.79,Subject003
240,5.79,Subject003
241,5.88,Subject003
242,6.04,Subject003
243,6.08,Subject003
244,6.16,Subject003
245,6.31,Subject003
246,6.26,Subject003
247,6.2,Subject003
248,6.19,Subject003
249,6.19,Subject003
250,6.18,Subject003
251,6.19,Subject003
252,6.22,Subject003
253,6.2,Subject003
254,6.16,Subject003
255,6.14,Subject003
256,6.15,Subject003
257,6.27,Subject003
258,6.3,Subject003
259,6.16,Subject003
260,6.1,Subject003
261,6.19,Subject003
262,6.14,Subject003
263,6.06,Subject003
264,6.0,Subject003
265,5.98,Subject003
266,5.96,Subject003
267,5.94,Subject003
268,5.95,Subject003
269,5.96,Subject003
270,6.03,Subject003
271,6.06,Subject003
272,6.07,Subject003
273,5.99,Subject003
274,5.95,Subject003
275,5.93,Subject003
276,5.91,Subject003
277,6.04,Subject003
278,6.1,Subject003
279,6.0,Subject003
280,5.97,Subject003
281,6.15,Subject003
282,6.17,Subject003
283,6.1,Subject003
284,6.09,Subject003
285,6.05,Subject003
286,6.04,Subject003
287,6.02,Subject003
288,6.0,Subject003
289,5.98,Subject003
290,5.97,Subject003
291,5.98,Subject003
292,6.01,Subject003
293,5.98,Subject003
294,6.08,Subject003
295,6.11,Subject003
296,6.07,Subject003
297,6.02,Subject003
298,6.01,Subject003
299,5.99,Subject003
300,6.01,Subject003
301,6.12,Subject003
302,6.12,Subject003
303,6.07,Subject003
304,6.02,Subject003
305,5.99,Subject003
306,5.96,Subject003
307,5.94,Subject003
308,5.92,Subject003
309,5.91,Subject003
310,5.89,Subject003
311,5.87,Subject003
312,5.84,Subject003
313,5.83,Subject003
314,5.82,Subject003
315,5.9,Subject003
316,5.97,Subject003
317,5.93,Subject003
318,5.88,Subject003
319,5.91,Subject003
320,5.97,Subject003
321,5.94,Subject003
322,5.92,Subject003
323,5.92,Subject003
324,5.96,Subject003
325,5.97,Subject003
326,5.93,Subject003
327,5.9,Subject003
328,5.91,Subject003
329,5.9,Subject003
330,5.88,Subject003
331,5.9,Subject003
332,5.88,Subject003
333,5.86,Subject003
334,5.93,Subject003
335,5.99,Subject003
336,6.16,Subject003
337,6.18,Subject003
338,6.15,Subject003
339,6.11,Subject003
340,6.27,Subject003
341,6.56,Subject003
342,6.7,Subject003
343,6.9,Subject003
344,7.12,Subject003
345,7.15,Subject003
346,7.42,Subject003
347,7.51,Subject003
348,7.38,Subject003
349,7.31,Subject003
350,7.24,Subject003
351,7.2,Subject003
352,7.32,Subject003
353,7.34,Subject003
354,7.2,Subject003
355,7.09,Subject003
356,7.02,Subject003
357,6.98,Subject003
358,6.99,Subject003
359,6.92,Subject003
360,6.9,Subject003
361,6.85,Subject003
362,6.85,Subject003
363,6.84,Subject003
364,6.75,Subject003
365,6.81,Subject003
366,6.97,Subject003
367,6.92,Subject003
368,6.79,Subject003
369,6.99,Subject003
370,7.07,Subject003
371,7.05,Subject003
372,7.11,Subject003
373,7.21,Subject003
374,7.09,Subject003
375,7.03,Subject003
376,7.15,Subject003
377,7.12,Subject003
378,6.97,Subject003
379,6.91,Subject003
380,6.89,Subject003
381,7.1,Subject003
382,6.96,Subject003
383,6.83,Subject003
384,6.92,Subject003
385,6.93,Subject003
386,6.84,Subject003
387,6.88,Subject003
388,7.01,Subject003
389,6.91,Subject003
390,6.74,Subject003
391,6.79,Subject003
392,7.05,Subject003
393,6.94,Subject003
394,6.86,Subject003
395,7.14,Subject003
396,7.46,Subject003
397,7.77,Subject003
398,7.87,Subject003
399,7.86,Subject003
400,7.92,Subject003
401,8.11,Subject003
402,8.11,Subject003
403,8.0,Subject003
404,7.82,Subject003
405,7.76,Subject003
406,7.69,Subject003
407,7.7,Subject003
408,7.73,Subject003
409,7.63,Subject003
410,7.61,Subject003
411,7.44,Subject003
412,7.35,Subject003
413,7.38,Subject003
414,7.55,Subject003
415,7.43,Subject003
416,7.38,Subject003
417,7.21,Subject003
418,7.13,Subject003
419,7.12,Subject003
420,7.16,Subject003
421,7.25,Subject003
422,7.18,Subject003
423,7.29,Subject003
424,7.36,Subject003
425,7.22,Subject003
426,7.15,Subject003
427,7.09,Subject003
428,7.13,Subject003
429,7.25,Subject003
430,7.13,Subject003
431,7.03,Subject003
432,6.99,Subject003
433,6.97,Subject003
434,6.98,Subject003
435,7.0,Subject003
436,6.96,Subject003
437,6.93,Subject003
438,6.99,Subject003
439,7.12,Subject003
440,7.23,Subject003
441,7.08,Subject003
442,7.0,Subject003
443,7.29,Subject003
444,7.33,Subject003
445,7.52,Subject003
446,7.7,Subject003
447,8.07,Subject003
448,8.59,Subject003
449,9.1,Subject003
450,9.47,Subject003
451,9.38,Subject003
452,9.7,Subject003
453,9.48,Subject003
454,9.31,Subject003
455,9.52,Subject003
456,9.36,Subject003
457,9.26,Subject003
458,9.3,Subject003
459,9.1,Subject003
460,9.02,Subject003
461,8.91,Subject003
462,8.87,Subject003
463,8.94,Subject003
464,8.98,Subject003
465,9.0,Subject003
466,9.1,Subject003
467,8.95,Subject003
468,8.8,Subject003
469,9.04,Subject003
470,9.03,Subject003
471,8.89,Subject003
472,9.02,Subject003
473,9.2,Subject003
474,8.92,Subject003
475,8.61,Subject003
476,8.6,Subject003
477,8.56,Subject003
478,8.54,Subject003
479,8.68,Subject003
480,8.72,Subject003
481,8.57,Subject003
482,8.35,Subject003
483,8.24,Subject003
484,8.21,Subject003
485,8.22,Subject003
486,8.19,Subject003
487,8.21,Subject003
488,8.16,Subject003
489,8.1,Subject003
490,8.11,Subject003
491,8.15,Subject003
492,8.14,Subject003
493,8.2,Subject003
494,8.14,Subject003
495,8.07,Subject003
496,8.02,Subject003
497,7.99,Subject003
498,7.98,Subject003
499,8.09,Subject003
500,8.02,Subject003
501,7.95,Subject003
502,8.06,Subject003
503,8.16,Subject003
504,8.06,Subject003
505,7.97,Subject003
506,7.93,Subject003
507,7.91,Subject003
508,7.92,Subject003
509,8.03,Subject003
510,8.14,Subject003
511,8.05,Subject003
512,8.19,Subject003
513,8.12,Subject003
514,8.06,Subject003
515,8.03,Subject003
516,8.04,Subject003
517,8.02,Subject003
518,7.99,Subject003
519,8.23,Subject003
520,8.33,Subject003
521,8.31,Subject003
522,8.38,Subject003
523,8.42,Subject003
524,8.43,Subject003
525,8.68,Subject003
526,8.94,Subject003
527,8.98,Subject003
528,9.12,Subject003
529,9.02,Subject003
530,9.07,Subject003
531,9.0,Subject003
532,9.05,Subject003
533,9.13,Subject003
534,8.98,Subject003
535,8.92,Subject003
536,8.84,Subject003
537,8.89,Subject003
538,8.9,Subject003
539,8.97,Subject003
540,8.76,Subject003
541,8.61,Subject003
542,8.71,Subject003
543,8.86,Subject003
544,8.76,Subject003
545,8.63,Subject003
546,8.59,Subject003
547,8.64,Subject003
548,8.63,Subject003
549,8.59,Subject003
550,8.54,Subject003
551,8.72,Subject003
552,8.84,Subject003
553,8.63,Subject003
554,8.53,Subject003
555,8.62,Subject003
556,8.79,Subject003
557,8.67,Subject003
558,8.62,Subject003
559,8.7,Subject003
560,8.61,Subject003
561,8.58,Subject003
562,8.77,Subject003
563,8.73,Subject003
564,8.6,Subject003
565,8.64,Subject003
566,8.8,Subject003
567,8.62,Subject003
568,8.57,Subject003
569,8.79,Subject003
570,9.0,Subject003
571,8.84,Subject003
572,8.61,Subject003
573,8.58,Subject003
574,8.63,Subject003
575,8.64,Subject003
576,8.59,Subject003
577,8.54,Subject003
578,8.58,Subject003
579,8.47,Subject003
580,8.62,Subject003
581,8.55,Subject003
582,8.42,Subject003
583,8.41,Subject003
584,8.41,Subject003
585,8.38,Subject003
586,8.37,Subject003
587,8.34,Subject003
588,8.3,Subject003
589,8.28,Subject003
590,8.22,Subject003
591,8.22,Subject003
592,8.19,Subject003
593,8.26,Subject003
594,8.28,Subject003
595,8.22,Subject003
596,8.3,Subject003
597,8.35,Subject003
598,8.26,Subject003
599,8.2,Subject003
600,8.24,Subject003
601,8.28,Subject003
602,8.34,Subject003
603,8.33,Subject003
604,8.63,Subject003
605,8.67,Subject003
606,8.58,Subject003
607,8.84,Subject003
608,8.85,Subject003
609,8.79,Subject003
610,8.79,Subject003
611,8.8,Subject003
612,8.94,Subject003
613,8.89,Subject003
614,8.9,Subject003
615,8.84,Subject003
616,8.7,Subject003
617,8.69,Subject003
618,8.7,Subject003
619,8.64,Subject003
620,8.59,Subject003
621,8.53,Subject003
622,8.5,Subject003
623,8.49,Subject003
624,8.44,Subject003
625,8.42,Subject003
626,8.44,Subject003
627,8.43,Subject003
628,8.4,Subject003
629,8.38,Subject003
630,8.44,Subject003
631,8.45,Subject003
632,8.48,Subject003
633,8.57,Subject003
634,8.57,Subject003
635,8.42,Subject003
636,8.18,Subject003
637,8.24,Subject003
638,8.47,Subject003
639,8.41,Subject003
640,8.41,Subject003
641,8.31,Subject003
642,8.4,Subject003
643,8.43,Subject003
644,8.33,Subject003
645,8.45,Subject003
646,8.42,Subject003
647,8.43,Subject003
648,8.42,Subject003
649,8.36,Subject003
650,8.31,Subject003
651,8.27,Subject003
652,8.24,Subject003
653,8.22,Subject003
654,8.19,Subject003
655,8.18,Subject003
656,8.15,Subject003
657,8.15,Subject003
658,8.14,Subject003
659,8.1,Subject003
660,8.05,Subject003
661,8.06,Subject003
662,8.05,Subject003
663,8.06,Subject003
664,8.07,Subject003
665,8.07,Subject003
666,8.06,Subject003
667,8.09,Subject003
668,8.27,Subject003
669,8.19,Subject003
670,8.16,Subject003
671,8.18,Subject003
672,8.19,Subject003
673,8.36,Subject003
674,8.32,Subject003
675,8.2,Subject003
676,8.23,Subject003
677,8.4,Subject003
678,8.4,Subject003
679,8.29,Subject003
680,8.29,Subject003
681,8.47,Subject003
682,8.42,Subject003
683,8.41,Subject003
684,8.38,Subject003
685,8.36,Subject003
686,8.33,Subject003
687,8.3,Subject003
688,8.28,Subject003
689,8.27,Subject003
690,8.33,Subject003
691,8.29,Subject003
692,8.27,Subject003
693,8.29,Subject003
694,8.34,Subject003
695,8.35,Subject003
696,8.35,Subject003
697,8.29,Subject003
698,8.44,Subject003
699,8.39,Subject003
700,8.39,Subject003
701,8.8,Subject003
702,8.86,Subject003
703,8.75,Subject003
704,8.69,Subject003
705,8.75,Subject003
706,8.8,Subject003
707,8.77,Subject003
708,8.71,Subject003
709,8.66,Subject003
710,8.68,Subject003
711,8.7,Subject003
712,8.67,Subject003
713,8.69,Subject003
714,9.03,Subject003
715,8.9,Subject003
716,8.72,Subject003
717,8.88,Subject003
718,8.91,Subject003
719,8.77,Subject003
720,8.7,Subject003
721,8.66,Subject003
722,8.74,Subject003
723,8.83,Subject003
724,8.73,Subject003
725,8.75,Subject003
726,8.78,Subject003
727,8.69,Subject003
728,8.71,Subject003
729,8.84,Subject003
730,8.78,Subject003
731,8.93,Subject003
732,8.79,Subject003
733,8.89,Subject003
734,8.93,Subject003
735,8.82,Subject003
736,8.71,Subject003
737,8.75,Subject003
738,8.82,Subject003
739,9.05,Subject003
740,8.95,Subject003
741,9.18,Subject003
742,9.29,Subject003
743,9.66,Subject003
744,9.86,Subject003
745,9.73,Subject003
746,9.71,Subject003
747,9.85,Subject003
748,10.43,Subject003
749,10.28,Subject003
750,9.96,Subject003
751,10.1,Subject003
752,10.03,Subject003
753,9.88,Subject003
754,9.83,Subject003
755,10.01,Subject003
756,10.06,Subject003
757,9.77,Subject003
758,9.62,Subject003
759,9.6,Subject003
760,9.56,Subject003
761,9.65,Subject003
762,9.65,Subject003
763,9.73,Subject003
764,9.54,Subject003
765,9.33,Subject003
766,9.26,Subject003
767,9.25,Subject003
768,9.39,Subject003
769,9.21,Subject003
770,9.16,Subject003
771,9.09,Subject003
772,9.1,Subject003
773,9.24,Subject003
774,9.18,Subject003
775,9.03,Subject003
776,8.97,Subject003
777,8.94,Subject003
778,8.91,Subject003
779,8.98,Subject003
780,9.03,Subject003
781,9.13,Subject003
782,9.2,Subject003
783,9.13,Subject003
784,9.03,Subject003
785,8.94,Subject003
786,8.94,Subject003
787,9.09,Subject003
788,8.95,Subject003
789,8.85,Subject003
790,8.87,Subject003
791,8.93,Subject003
792,8.9,Subject003
793,8.84,Subject003
794,8.87,Subject003
795,9.0,Subject003
796,8.96,Subject003
797,8.91,Subject003
798,9.06,Subject003
799,8.91,Subject003
800,8.84,Subject003
801,8.88,Subject003
802,8.82,Subject003
803,8.79,Subject003
804,8.77,Subject003
805,8.96,Subject003
806,9.04,Subject003
807,9.0,Subject003
808,9.0,Subject003
809,9.01,Subject003
810,9.26,Subject003
811,9.12,Subject003
812,9.01,Subject003
813,9.02,Subject003
814,8.97,Subject003
815,9.01,Subject003
816,9.12,Subject003
817,9.11,Subject003
818,9.04,Subject003
819,9.0,Subject003
820,8.97,Subject003
821,8.95,Subject003
822,9.01,Subject003
823,9.03,Subject003
824,8.96,Subject003
825,9.04,Subject003
826,9.21,Subject003
827,9.15,Subject003
828,9.12,Subject003
829,9.25,Subject003
830,9.32,Subject003
831,9.16,Subject003
832,9.13,Subject003
833,9.16,Subject003
834,9.15,Subject003
835,9.13,Subject003
836,9.15,Subject003
837,9.27,Subject003
838,9.38,Subject003
839,9.32,Subject003
840,9.38,Subject003
841,9.41,Subject003
842,9.48,Subject003
843,9.26,Subject003
844,9.2,Subject003
845,9.28,Subject003
846,9.22,Subject003
847,9.19,Subject003
848,9.14,Subject003
849,9.2,Subject003
850,9.31,Subject003
851,9.29,Subject003
852,9.17,Subject003
853,9.1,Subject003
854,9.07,Subject003
855,9.03,Subject003
856,9.01,Subject003
857,9.03,Subject003
858,9.08,Subject003
859,9.15,Subject003
860,9.36,Subject003
861,9.35,Subject003
862,9.18,Subject003
863,9.09,Subject003
864,9.09,Subject003
865,9.07,Subject003
866,9.09,Subject003
867,9.23,Subject003
868,9.11,Subject003
869,9.05,Subject003
870,9.22,Subject003
871,9.17,Subject003
872,9.05,Subject003
873,9.01,Subject003
874,8.98,Subject003
875,8.97,Subject003
876,8.94,Subject003
877,8.91,Subject003
878,8.89,Subject003
879,8.97,Subject003
880,8.96,Subject003
881,8.93,Subject003
882,8.89,Subject003
883,9.08,Subject003
884,9.16,Subject003
885,9.07,Subject003
886,8.99,Subject003
887,9.01,Subject003
888,9.01,Subject003
889,9.01,Subject003
890,9.02,Subject003
891,9.25,Subject003
892,9.48,Subject003
893,9.53,Subject003
894,9.39,Subject003
895,9.29,Subject003
896,9.28,Subject003
897,9.44,Subject003
898,9.51,Subject003
899,9.46,Subject003
900,9.43,Subject003
901,9.35,Subject003
902,9.4,Subject003
903,9.56,Subject003
904,9.66,Subject003
905,9.57,Subject003
906,9.47,Subject003
907,9.43,Subject003
908,9.4,Subject003
909,9.38,Subject003
910,9.37,Subject003
911,9.46,Subject003
912,9.45,Subject003
913,9.44,Subject003
914,9.56,Subject003
915,9.44,Subject003
916,9.38,Subject003
917,9.35,Subject003
918,9.44,Subject003
919,9.49,Subject003
920,9.38,Subject003
921,9.38,Subject003
922,9.32,Subject003
923,9.49,Subject003
924,9.52,Subject003
925,9.51,Subject003
926,9.62,Subject003
927,9.43,Subject003
928,9.42,Subject003
929,9.47,Subject003
930,9.28,Subject003
931,9.27,Subject003
932,9.27,Subject003
933,9.35,Subject003
934,9.38,Subject003
935,9.34,Subject003
936,9.32,Subject003
937,9.32,Subject003
938,9.57,Subject003
939,9.62,Subject003
940,9.52,Subject003
941,9.42,Subject003
942,9.39,Subject003
943,9.37,Subject003
944,9.38,Subject003
945,9.35,Subject003
946,9.3,Subject003
947,9.33,Subject003
948,9.44,Subject003
949,9.39,Subject003
950,9.35,Subject003
951,9.42,Subject003
952,9.61,Subject003
953,9.7,Subject003
954,9.74,Subject003
955,9.63,Subject003
956,9.51,Subject003
957,9.46,Subject003
958,9.47,Subject003
959,9.47,Subject003
960,9.69,Subject003
961,9.67,Subject003
962,9.56,Subject003
963,9.49,Subject003
964,9.57,Subject003
965,9.73,Subject003
966,9.74,Subject003
967,9.56,Subject003
968,9.72,Subject003
969,9.62,Subject003
970,9.68,Subject003
971,9.75,Subject003
972,10.1,Subject003
973,9.75,Subject003
974,9.61,Subject003
975,9.71,Subject003
976,9.82,Subject003
977,9.69,Subject003
978,9.63,Subject003
979,9.72,Subject003
980,9.75,Subject003
981,9.94,Subject003
982,9.9,Subject003
983,9.94,Subject003
984,9.94,Subject003
985,10.0,Subject003
986,10.01,Subject003
987,9.96,Subject003
988,10.02,Subject003
989,10.08,Subject003
990,10.03,Subject003
991,9.97,Subject003
992,10.12,Subject003
993,10.05,Subject003
994,9.91,Subject003
995,9.94,Subject003
996,10.01,Subject003
997,9.94,Subject003
998,9.87,Subject003
999,9.79,Subject003
1000,9.8,Subject003
1001,9.78,Subject003
1002,9.78,Subject003
1003,10.02,Subject003
1004,9.95,Subject003
1005,9.8,Subject003
1006,9.73,Subject003
1007,9.69,Subject003
1008,9.86,Subject003
1009,9.86,Subject003
1010,9.93,Subject003
1011,9.82,Subject003
1012,9.61,Subject003
1013,9.67,Subject003
1014,9.63,Subject003
1015,9.53,Subject003
1016,9.53,Subject003
1017,9.5,Subject003
1018,9.48,Subject003
1019,9.46,Subject003
1020,9.43,Subject003
1021,9.47,Subject003
1022,9.48,Subject003
1023,9.42,Subject003
1024,9.38,Subject003
1025,9.4,Subject003
1026,9.3,Subject003
1027,9.35,Subject003
1028,9.5,Subject003
1029,9.41,Subject003
1030,9.57,Subject003
1031,9.61,Subject003
1032,9.5,Subject003
1033,9.45,Subject003
1034,9.48,Subject003
1035,9.62,Subject003
1036,9.49,Subject003
1037,9.48,Subject003
1038,9.55,Subject003
1039,9.44,Subject003
1040,9.48,Subject003
1041,9.43,Subject003
1042,9.35,Subject003
1043,9.32,Subject003
1044,9.3,Subject003
1045,9.31,Subject003
1046,9.37,Subject003
1047,9.33,Subject003
1048,9.31,Subject003
1049,9.38,Subject003
1050,9.5,Subject003
1051,9.45,Subject003
1052,9.37,Subject003
1053,9.35,Subject003
1054,9.39,Subject003
1055,9.34,Subject003
1056,9.31,Subject003
1057,9.27,Subject003
1058,9.25,Subject003
1059,9.25,Subject003
1060,9.26,Subject003
1061,9.47,Subject003
1062,9.44,Subject003
1063,9.33,Subject003
1064,9.29,Subject003
1065,9.25,Subject003
1066,9.28,Subject003
1067,9.36,Subject003
1068,9.65,Subject003
1069,9.77,Subject003
1070,9.86,Subject003
1071,9.73,Subject003
1072,9.71,Subject003
1073,9.64,Subject003
1074,9.59,Subject003
1075,9.7,Subject003
1076,9.62,Subject003
1077,9.67,Subject003
1078,9.64,Subject003
1079,9.58,Subject003
1080,9.56,Subject003
1081,9.52,Subject003
1082,9.53,Subject003
1083,9.52,Subject003
1084,9.63,Subject003
1085,9.76,Subject003
1086,9.86,Subject003
1087,9.76,Subject003
1088,9.52,Subject003
1089,9.54,Subject003
1090,9.76,Subject003
1091,9.73,Subject003
1092,9.57,Subject003
1093,9.62,Subject003
1094,9.6,Subject003
1095,9.68,Subject003
1096,9.89,Subject003
1097,9.63,Subject003
1098,9.51,Subject003
1099,9.55,Subject003
1100,9.56,Subject003
1101,9.67,Subject003
1102,9.57,Subject003
1103,9.43,Subject003
1104,9.46,Subject003
1105,9.53,Subject003
1106,9.42,Subject003
1107,9.32,Subject003
1108,9.27,Subject003
1109,9.24,Subject003
1110,9.21,Subject003
1111,9.25,Subject003
1112,9.26,Subject003
1113,9.36,Subject003
1114,9.43,Subject003
1115,9.35,Subject003
1116,9.24,Subject003
1117,9.25,Subject003
1118,9.34,Subject003
1119,9.25,Subject003
1120,9.16,Subject003
1121,9.2,Subject003
1122,9.12,Subject003
1123,9.08,Subject003
1124,9.05,Subject003
1125,9.06,Subject003
1126,9.02,Subject003
1127,8.98,Subject003
1128,8.97,Subject003
1129,8.94,Subject003
1130,8.89,Subject003
